latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
31.177504,121.46255,7.0,28800,Asia/Shanghai,GMT+8

time,temperature_2m (°C),rain (mm),snowfall (cm),precipitation (mm),dew_point_2m (°C),relative_humidity_2m (%),surface_pressure (hPa),wind_speed_10m (km/h),wind_direction_10m (°),boundary_layer_height (m)
2015-05-11T19:00,15.5,1.70,0.00,1.70,13.8,90,1008.4,24.9,292,720.00
2015-05-11T20:00,15.0,1.80,0.00,1.80,13.2,89,1009.3,21.3,292,790.00
2015-05-11T21:00,14.8,1.60,0.00,1.60,12.8,88,1011.2,21.8,292,950.00
2015-05-11T22:00,14.5,0.10,0.00,0.10,12.1,86,1011.4,20.7,293,970.00
2015-05-11T23:00,14.1,0.00,0.00,0.00,11.6,85,1011.7,18.9,288,925.00
2015-05-12T00:00,13.6,0.00,0.00,0.00,11.3,86,1011.2,17.2,280,750.00
2015-05-12T01:00,13.1,0.00,0.00,0.00,11.2,88,1010.7,16.6,272,620.00
2015-05-12T02:00,12.6,0.00,0.00,0.00,11.1,91,1010.2,16.2,269,535.00
2015-05-12T03:00,12.7,0.00,0.00,0.00,11.1,90,1010.2,16.2,266,475.00
2015-05-12T04:00,12.5,0.00,0.00,0.00,10.9,90,1009.8,16.3,262,440.00
2015-05-12T05:00,12.5,0.00,0.00,0.00,10.6,88,1010.1,15.6,255,400.00
2015-05-12T06:00,13.0,0.00,0.00,0.00,10.4,84,1010.2,17.3,249,475.00
2015-05-12T07:00,15.0,0.00,0.00,0.00,10.5,74,1010.1,17.4,246,615.00
2015-05-12T08:00,17.2,0.00,0.00,0.00,10.2,63,1010.0,20.4,249,825.00
2015-05-12T09:00,18.9,0.00,0.00,0.00,10.0,56,1009.9,23.0,256,1005.00
2015-05-12T10:00,20.5,0.00,0.00,0.00,10.1,51,1009.5,25.5,262,1245.00
2015-05-12T11:00,21.8,0.00,0.00,0.00,9.8,46,1009.7,27.1,265,1495.00
2015-05-12T12:00,22.8,0.00,0.00,0.00,9.2,42,1009.2,28.5,266,1760.00
2015-05-12T13:00,23.5,0.00,0.00,0.00,8.5,38,1008.8,29.3,265,1940.00
2015-05-12T14:00,23.9,0.00,0.00,0.00,8.1,36,1008.2,29.3,264,2045.00
2015-05-12T15:00,24.2,0.00,0.00,0.00,7.3,34,1007.8,27.6,262,2045.00
2015-05-12T16:00,23.8,0.00,0.00,0.00,8.4,37,1007.6,23.9,258,1910.00
2015-05-12T17:00,23.0,0.00,0.00,0.00,9.1,41,1008.1,20.8,256,1590.00
2015-05-12T18:00,21.5,0.00,0.00,0.00,9.1,45,1007.7,15.4,249,620.00
2015-05-12T19:00,19.6,0.00,0.00,0.00,9.1,51,1008.4,12.5,237,250.00
2015-05-12T20:00,18.2,0.00,0.00,0.00,9.6,57,1009.2,11.7,227,160.00
2015-05-12T21:00,17.1,0.00,0.00,0.00,10.1,63,1009.8,10.5,221,115.00
2015-05-12T22:00,16.3,0.00,0.00,0.00,10.5,69,1010.2,10.3,216,110.00
2015-05-12T23:00,15.8,0.00,0.00,0.00,10.8,72,1010.4,10.3,216,120.00
2015-05-13T00:00,15.6,0.00,0.00,0.00,10.9,74,1009.9,10.6,215,125.00
2015-05-13T01:00,15.5,0.00,0.00,0.00,10.8,74,1009.7,11.8,211,140.00
2015-05-13T02:00,15.4,0.00,0.00,0.00,10.6,73,1009.6,12.6,211,155.00
2015-05-13T03:00,15.1,0.00,0.00,0.00,10.6,74,1009.6,12.9,210,165.00
2015-05-13T04:00,14.9,0.00,0.00,0.00,10.6,75,1009.5,13.4,207,170.00
2015-05-13T05:00,14.7,0.00,0.00,0.00,10.7,77,1009.5,12.9,203,165.00
2015-05-13T06:00,15.2,0.00,0.00,0.00,11.4,78,1009.4,10.2,198,115.00
2015-05-13T07:00,17.9,0.00,0.00,0.00,12.9,73,1010.1,13.1,188,185.00
2015-05-13T08:00,20.6,0.00,0.00,0.00,13.2,63,1009.6,14.4,183,310.00
2015-05-13T09:00,22.3,0.00,0.00,0.00,13.3,57,1009.5,16.9,182,450.00
2015-05-13T10:00,23.2,0.00,0.00,0.00,13.4,54,1009.2,18.4,183,560.00
2015-05-13T11:00,24.2,0.00,0.00,0.00,13.5,51,1008.2,20.2,180,610.00
2015-05-13T12:00,25.1,0.00,0.00,0.00,13.8,50,1007.7,20.9,182,645.00
2015-05-13T13:00,25.8,0.00,0.00,0.00,14.5,50,1006.9,20.9,180,635.00
2015-05-13T14:00,25.9,0.00,0.00,0.00,15.6,53,1006.1,21.1,172,605.00
2015-05-13T15:00,25.7,0.00,0.00,0.00,16.8,58,1005.5,21.7,168,575.00
2015-05-13T16:00,25.0,0.00,0.00,0.00,17.7,64,1004.7,20.8,166,510.00
2015-05-13T17:00,24.1,0.00,0.00,0.00,18.0,69,1005.0,19.7,165,390.00
2015-05-13T18:00,22.7,0.00,0.00,0.00,17.5,72,1004.3,19.0,165,300.00
2015-05-13T19:00,21.6,0.00,0.00,0.00,17.0,75,1004.8,19.1,169,255.00
2015-05-13T20:00,21.2,0.00,0.00,0.00,16.9,76,1005.3,18.4,174,230.00
2015-05-13T21:00,20.9,0.00,0.00,0.00,16.8,77,1005.9,17.3,176,210.00
2015-05-13T22:00,20.7,0.00,0.00,0.00,16.7,78,1005.9,16.9,178,195.00
2015-05-13T23:00,20.5,0.00,0.00,0.00,16.6,78,1006.4,17.3,181,185.00
2015-05-14T00:00,20.3,0.00,0.00,0.00,16.4,78,1006.0,16.6,181,175.00
2015-05-14T01:00,20.2,0.00,0.00,0.00,16.1,77,1005.6,15.2,184,160.00
2015-05-14T02:00,20.1,0.00,0.00,0.00,15.9,77,1005.4,13.9,190,155.00
2015-05-14T03:00,20.7,0.00,0.00,0.00,15.7,73,1005.3,11.8,192,135.00
2015-05-14T04:00,20.5,0.00,0.00,0.00,15.6,74,1005.6,11.0,199,130.00
2015-05-14T05:00,20.6,0.00,0.00,0.00,15.7,74,1006.1,10.8,206,135.00
2015-05-14T06:00,20.9,0.00,0.00,0.00,15.9,73,1006.8,11.3,202,145.00
2015-05-14T07:00,21.3,0.10,0.00,0.10,16.8,76,1007.7,16.1,200,260.00
2015-05-14T08:00,21.5,0.20,0.00,0.20,18.1,81,1007.8,17.4,207,325.00
2015-05-14T09:00,21.6,0.30,0.00,0.30,19.2,86,1008.6,19.8,207,360.00
2015-05-14T10:00,22.3,0.30,0.00,0.30,19.9,86,1008.4,16.9,204,335.00
2015-05-14T11:00,22.3,0.90,0.00,0.90,20.2,88,1008.9,15.6,199,380.00
2015-05-14T12:00,21.9,1.60,0.00,1.60,20.0,89,1008.6,18.0,196,555.00
2015-05-14T13:00,21.4,1.20,0.00,1.20,19.8,91,1008.6,19.8,190,655.00
2015-05-14T14:00,21.1,0.20,0.00,0.20,19.3,89,1007.9,19.9,184,640.00
2015-05-14T15:00,24.6,0.00,0.00,0.00,19.8,75,1007.7,20.2,179,610.00
2015-05-14T16:00,24.4,0.00,0.00,0.00,19.8,76,1007.2,19.9,176,550.00
2015-05-14T17:00,23.5,0.00,0.00,0.00,19.7,79,1007.0,18.5,173,470.00
2015-05-14T18:00,22.5,0.00,0.00,0.00,19.4,83,1007.1,14.2,173,315.00
2015-05-14T19:00,21.4,0.00,0.00,0.00,19.2,87,1007.6,13.0,178,215.00
2015-05-14T20:00,20.9,0.00,0.00,0.00,19.2,90,1008.1,13.7,178,200.00
2015-05-14T21:00,20.8,0.00,0.00,0.00,19.4,92,1008.1,12.4,190,195.00
2015-05-14T22:00,20.8,0.00,0.00,0.00,19.6,93,1008.4,11.8,203,210.00
2015-05-14T23:00,20.9,0.00,0.00,0.00,19.7,93,1008.3,12.3,212,245.00
2015-05-15T00:00,20.9,0.00,0.00,0.00,19.7,93,1008.2,11.8,218,245.00
2015-05-15T01:00,20.8,0.00,0.00,0.00,19.7,93,1007.5,8.4,220,170.00
2015-05-15T02:00,20.6,0.00,0.00,0.00,19.6,94,1007.0,7.8,214,120.00
2015-05-15T03:00,20.4,0.00,0.00,0.00,19.7,95,1006.9,7.9,204,110.00
2015-05-15T04:00,20.3,0.00,0.00,0.00,19.6,96,1007.0,7.6,199,100.00
2015-05-15T05:00,20.2,0.00,0.00,0.00,19.5,96,1007.2,7.8,193,95.00
2015-05-15T06:00,20.6,0.10,0.00,0.10,19.8,95,1006.6,7.6,180,85.00
2015-05-15T07:00,21.9,0.50,0.00,0.50,20.5,91,1007.1,6.8,177,115.00
2015-05-15T08:00,23.1,1.30,0.00,1.30,21.1,89,1006.9,6.8,183,170.00
2015-05-15T09:00,23.3,2.10,0.00,2.10,21.5,90,1007.2,6.0,197,250.00
2015-05-15T10:00,23.2,2.20,0.00,2.20,21.8,92,1007.3,3.2,180,325.00
2015-05-15T11:00,23.0,2.30,0.00,2.30,22.1,94,1007.0,3.6,127,235.00
2015-05-15T12:00,23.2,1.90,0.00,1.90,22.3,95,1006.5,6.2,126,265.00
2015-05-15T13:00,23.1,1.50,0.00,1.50,22.4,96,1006.0,8.7,128,275.00
2015-05-15T14:00,23.4,1.30,0.00,1.30,22.6,95,1005.0,10.7,132,275.00
2015-05-15T15:00,23.4,1.90,0.00,1.90,22.4,94,1004.6,10.5,149,285.00
2015-05-15T16:00,23.2,1.40,0.00,1.40,22.5,96,1004.3,12.0,173,325.00
2015-05-15T17:00,22.8,1.20,0.00,1.20,22.2,96,1004.7,14.4,193,325.00
2015-05-15T18:00,22.6,1.10,0.00,1.10,22.0,96,1005.5,5.8,184,90.00
2015-05-15T19:00,22.5,1.00,0.00,1.00,21.9,96,1006.7,6.4,218,130.00
2015-05-15T20:00,22.5,0.70,0.00,0.70,21.9,96,1007.4,8.7,315,190.00
2015-05-15T21:00,22.0,0.30,0.00,0.30,21.5,97,1008.5,18.1,7,385.00
2015-05-15T22:00,20.6,0.00,0.00,0.00,20.2,98,1009.4,23.5,27,445.00
2015-05-15T23:00,19.2,0.00,0.00,0.00,18.6,97,1009.7,21.7,29,465.00
2015-05-16T00:00,18.0,0.00,0.00,0.00,17.2,95,1010.2,19.6,26,470.00
2015-05-16T01:00,17.4,0.00,0.00,0.00,16.4,94,1010.4,17.8,21,465.00
2015-05-16T02:00,17.3,0.00,0.00,0.00,16.1,93,1010.2,17.6,15,460.00
2015-05-16T03:00,16.8,0.00,0.00,0.00,14.6,87,1010.5,17.5,14,445.00
2015-05-16T04:00,16.8,0.00,0.00,0.00,14.1,84,1010.5,16.7,14,440.00
2015-05-16T05:00,16.7,0.00,0.00,0.00,13.7,83,1011.3,15.2,14,445.00
2015-05-16T06:00,16.7,0.00,0.00,0.00,13.2,80,1011.9,15.6,19,480.00
2015-05-16T07:00,17.0,0.00,0.00,0.00,12.3,74,1012.9,14.5,27,475.00
2015-05-16T08:00,17.7,0.00,0.00,0.00,10.8,64,1013.3,15.1,33,475.00
2015-05-16T09:00,18.3,0.00,0.00,0.00,9.7,57,1013.6,14.5,35,470.00
2015-05-16T10:00,19.7,0.00,0.00,0.00,9.2,51,1013.9,15.3,34,485.00
2015-05-16T11:00,20.2,0.00,0.00,0.00,9.1,49,1013.7,15.0,35,500.00
2015-05-16T12:00,20.5,0.00,0.00,0.00,9.2,48,1013.4,14.2,36,535.00
2015-05-16T13:00,20.2,0.00,0.00,0.00,9.4,50,1012.8,13.6,40,560.00
2015-05-16T14:00,19.9,0.00,0.00,0.00,9.8,52,1012.1,13.0,44,525.00
2015-05-16T15:00,20.4,0.00,0.00,0.00,9.5,49,1011.8,12.2,47,490.00
2015-05-16T16:00,19.8,0.00,0.00,0.00,9.8,52,1011.6,11.0,52,420.00
2015-05-16T17:00,19.0,0.00,0.00,0.00,10.5,58,1011.2,11.0,58,370.00
2015-05-16T18:00,18.0,0.00,0.00,0.00,11.0,64,1011.6,7.9,66,265.00
2015-05-16T19:00,16.9,0.00,0.00,0.00,11.2,69,1011.9,8.1,69,230.00
2015-05-16T20:00,16.2,0.00,0.00,0.00,11.3,73,1012.1,8.9,69,235.00
2015-05-16T21:00,15.7,0.00,0.00,0.00,11.5,76,1012.3,7.5,73,220.00
2015-05-16T22:00,15.3,0.00,0.00,0.00,11.7,79,1012.8,5.8,86,185.00
2015-05-16T23:00,15.0,0.00,0.00,0.00,11.9,82,1012.6,6.0,107,170.00
2015-05-17T00:00,14.3,0.00,0.00,0.00,11.8,85,1012.0,6.4,117,160.00
2015-05-17T01:00,13.6,0.00,0.00,0.00,11.6,88,1011.5,6.6,112,140.00
2015-05-17T02:00,13.4,0.00,0.00,0.00,11.7,89,1010.9,6.2,100,130.00
2015-05-17T03:00,13.5,0.00,0.00,0.00,11.7,89,1010.5,6.5,96,140.00
2015-05-17T04:00,13.9,0.00,0.00,0.00,11.8,87,1010.4,8.2,113,180.00
2015-05-17T05:00,14.1,0.00,0.00,0.00,12.0,87,1010.3,9.0,119,240.00
2015-05-17T06:00,14.7,0.00,0.00,0.00,12.6,87,1010.7,8.2,119,210.00
2015-05-17T07:00,16.9,0.00,0.00,0.00,12.9,77,1010.6,11.1,119,300.00
2015-05-17T08:00,17.8,0.00,0.00,0.00,12.5,71,1010.1,15.1,128,370.00
2015-05-17T09:00,18.8,0.00,0.00,0.00,12.4,66,1009.5,16.3,137,450.00
2015-05-17T10:00,20.3,0.00,0.00,0.00,12.0,59,1009.6,15.8,139,510.00
2015-05-17T11:00,21.0,0.00,0.00,0.00,12.1,57,1009.4,15.5,138,580.00
2015-05-17T12:00,21.5,0.00,0.00,0.00,12.4,56,1009.2,16.0,136,625.00
2015-05-17T13:00,21.7,0.00,0.00,0.00,13.1,58,1008.6,17.3,137,645.00
2015-05-17T14:00,21.7,0.00,0.00,0.00,14.1,62,1007.6,18.3,137,630.00
2015-05-17T15:00,21.7,0.00,0.00,0.00,13.2,58,1006.7,18.8,135,590.00
2015-05-17T16:00,21.0,0.00,0.00,0.00,14.0,64,1006.0,18.8,133,535.00
2015-05-17T17:00,20.3,0.00,0.00,0.00,14.7,70,1006.0,17.8,135,490.00
2015-05-17T18:00,19.3,0.00,0.00,0.00,15.1,77,1005.8,14.8,135,435.00
2015-05-17T19:00,18.7,0.00,0.00,0.00,15.3,81,1006.2,15.1,130,360.00
2015-05-17T20:00,18.4,0.00,0.00,0.00,15.7,85,1006.0,16.6,138,365.00
2015-05-17T21:00,18.4,0.00,0.00,0.00,16.2,87,1005.8,18.1,145,360.00
2015-05-17T22:00,18.3,0.00,0.00,0.00,16.6,90,1005.5,18.0,151,345.00
2015-05-17T23:00,18.3,0.00,0.00,0.00,16.9,92,1005.0,17.6,154,310.00
2015-05-18T00:00,18.3,0.00,0.00,0.00,17.2,93,1004.0,17.1,158,285.00
2015-05-18T01:00,18.5,0.30,0.00,0.30,17.4,93,1003.2,13.9,159,245.00
2015-05-18T02:00,18.5,1.00,0.00,1.00,17.6,94,1002.8,11.0,161,205.00
2015-05-18T03:00,18.7,0.70,0.00,0.70,17.8,95,1002.5,9.6,167,190.00
2015-05-18T04:00,18.7,1.00,0.00,1.00,18.0,95,1001.9,7.1,165,145.00
2015-05-18T05:00,18.8,1.80,0.00,1.80,18.1,96,1002.2,5.2,168,110.00
2015-05-18T06:00,18.9,3.20,0.00,3.20,18.4,97,1002.6,4.1,142,90.00
2015-05-18T07:00,19.6,5.30,0.00,5.30,18.7,95,1002.6,2.3,219,75.00
2015-05-18T08:00,19.7,5.90,0.00,5.90,18.9,95,1002.8,1.1,270,85.00
2015-05-18T09:00,20.2,3.60,0.00,3.60,19.3,95,1002.9,0.7,180,60.00
2015-05-18T10:00,20.6,2.50,0.00,2.50,19.6,94,1002.7,1.5,256,60.00
2015-05-18T11:00,21.0,2.60,0.00,2.60,20.0,94,1002.9,4.0,280,115.00
2015-05-18T12:00,21.1,2.20,0.00,2.20,20.1,94,1002.7,3.9,326,135.00
2015-05-18T13:00,21.4,1.60,0.00,1.60,20.3,93,1002.6,5.8,338,200.00
2015-05-18T14:00,22.1,1.10,0.00,1.10,20.6,91,1002.3,6.2,353,210.00
2015-05-18T15:00,21.7,0.80,0.00,0.80,20.1,91,1002.0,4.9,17,210.00
2015-05-18T16:00,21.4,0.80,0.00,0.80,20.2,93,1002.1,5.4,20,200.00
2015-05-18T17:00,21.2,0.20,0.00,0.20,20.2,94,1002.8,0.5,135,105.00
2015-05-18T18:00,20.8,0.00,0.00,0.00,20.2,96,1003.4,2.8,140,45.00
2015-05-18T19:00,20.3,0.00,0.00,0.00,20.0,98,1003.6,1.6,63,20.00
2015-05-18T20:00,19.5,0.00,0.00,0.00,19.4,99,1004.5,2.3,231,20.00
2015-05-18T21:00,19.2,0.00,0.00,0.00,19.1,99,1005.1,3.6,180,25.00
2015-05-18T22:00,18.9,0.00,0.00,0.00,18.8,100,1005.7,4.6,198,30.00
2015-05-18T23:00,18.5,0.00,0.00,0.00,18.5,100,1006.1,3.1,216,30.00
2015-05-19T00:00,18.2,0.00,0.00,0.00,18.2,100,1005.8,2.0,225,30.00
2015-05-19T01:00,18.3,0.00,0.00,0.00,18.3,100,1005.8,0.7,180,25.00
2015-05-19T02:00,18.1,0.00,0.00,0.00,18.0,99,1005.9,1.6,153,35.00
2015-05-19T03:00,18.1,0.00,0.00,0.00,18.0,100,1005.9,2.6,146,45.00
2015-05-19T04:00,18.2,0.00,0.00,0.00,18.1,100,1005.8,4.1,142,60.00
2015-05-19T05:00,18.4,0.00,0.00,0.00,18.3,99,1005.9,5.8,150,100.00
2015-05-19T06:00,18.6,0.00,0.00,0.00,18.5,99,1006.6,7.1,165,115.00
2015-05-19T07:00,19.0,0.00,0.00,0.00,18.7,98,1006.8,7.0,159,120.00
2015-05-19T08:00,19.6,0.00,0.00,0.00,19.0,97,1007.2,9.0,164,175.00
2015-05-19T09:00,20.9,0.00,0.00,0.00,19.0,89,1007.4,10.3,168,335.00
2015-05-19T10:00,22.2,0.00,0.00,0.00,19.3,84,1006.8,10.3,168,510.00
2015-05-19T11:00,23.6,0.00,0.00,0.00,19.5,78,1006.6,9.6,160,690.00
2015-05-19T12:00,24.4,0.00,0.00,0.00,19.3,73,1006.1,8.9,159,710.00
2015-05-19T13:00,25.1,0.00,0.00,0.00,19.4,70,1005.8,7.9,156,890.00
2015-05-19T14:00,25.1,0.00,0.00,0.00,19.5,71,1005.3,9.0,143,875.00
2015-05-19T15:00,25.2,0.00,0.00,0.00,20.3,74,1004.6,12.9,126,440.00
2015-05-19T16:00,24.1,0.00,0.00,0.00,20.2,79,1004.7,15.1,123,345.00
2015-05-19T17:00,22.5,0.00,0.00,0.00,19.6,83,1004.8,15.4,127,285.00
2015-05-19T18:00,21.0,0.00,0.00,0.00,18.7,87,1005.3,15.3,131,260.00
2015-05-19T19:00,19.7,0.00,0.00,0.00,18.0,90,1005.5,14.5,132,235.00
2015-05-19T20:00,18.9,0.00,0.00,0.00,17.6,92,1006.4,13.5,134,220.00
2015-05-19T21:00,18.4,0.00,0.00,0.00,17.4,94,1006.9,11.2,132,205.00
2015-05-19T22:00,18.1,0.00,0.00,0.00,17.3,95,1007.0,9.3,126,180.00
2015-05-19T23:00,17.8,0.00,0.00,0.00,17.2,96,1007.2,8.2,131,155.00
2015-05-20T00:00,17.4,0.00,0.00,0.00,16.9,97,1007.1,6.7,144,130.00
2015-05-20T01:00,17.0,0.00,0.00,0.00,16.6,98,1006.8,5.4,143,100.00
2015-05-20T02:00,17.0,0.00,0.00,0.00,16.6,98,1007.0,5.6,117,60.00
2015-05-20T03:00,17.2,0.00,0.00,0.00,17.0,98,1007.0,3.9,68,30.00
2015-05-20T04:00,17.1,0.00,0.00,0.00,16.9,99,1007.6,3.6,37,30.00
2015-05-20T05:00,16.6,0.00,0.00,0.00,16.5,99,1008.3,10.9,27,140.00
2015-05-20T06:00,18.1,0.00,0.00,0.00,17.6,97,1009.5,12.0,39,240.00
2015-05-20T07:00,18.8,0.00,0.00,0.00,17.7,93,1009.8,13.0,51,315.00
2015-05-20T08:00,19.8,0.00,0.00,0.00,17.5,87,1009.7,10.6,55,315.00
2015-05-20T09:00,20.7,0.00,0.00,0.00,17.2,80,1010.8,9.5,37,395.00
2015-05-20T10:00,21.8,0.00,0.00,0.00,16.4,71,1011.6,12.1,23,670.00
2015-05-20T11:00,22.8,0.00,0.00,0.00,15.0,62,1011.9,13.9,25,955.00
2015-05-20T12:00,23.9,0.00,0.00,0.00,13.1,51,1011.9,16.1,24,1175.00
2015-05-20T13:00,24.3,0.00,0.00,0.00,11.6,45,1012.1,18.6,18,1385.00
2015-05-20T14:00,24.3,0.00,0.00,0.00,10.6,42,1012.2,20.7,13,1500.00
2015-05-20T15:00,24.3,0.00,0.00,0.00,9.6,39,1011.9,22.2,13,1480.00
2015-05-20T16:00,23.2,0.00,0.00,0.00,10.8,46,1012.0,21.8,13,1285.00
2015-05-20T17:00,21.8,0.00,0.00,0.00,11.5,52,1012.5,20.1,15,955.00
2015-05-20T18:00,20.0,0.00,0.00,0.00,11.0,56,1012.8,16.8,15,765.00
2015-05-20T19:00,18.3,0.00,0.00,0.00,10.7,61,1014.0,13.9,17,535.00
2015-05-20T20:00,17.1,0.00,0.00,0.00,10.8,66,1015.0,10.7,20,375.00
2015-05-20T21:00,16.2,0.00,0.00,0.00,11.0,71,1015.5,8.9,21,270.00
2015-05-20T22:00,15.5,0.00,0.00,0.00,11.2,75,1016.0,8.4,20,230.00
2015-05-20T23:00,15.0,0.00,0.00,0.00,11.2,78,1015.9,8.8,19,250.00
2015-05-21T00:00,14.6,0.00,0.00,0.00,11.2,80,1015.7,10.6,18,320.00
2015-05-21T01:00,14.3,0.00,0.00,0.00,11.0,81,1015.3,12.1,17,360.00
2015-05-21T02:00,14.1,0.00,0.00,0.00,11.0,82,1015.3,11.8,20,365.00
2015-05-21T03:00,14.0,0.00,0.00,0.00,10.9,81,1015.5,11.0,23,350.00
2015-05-21T04:00,13.7,0.00,0.00,0.00,10.8,83,1015.3,10.0,26,320.00
2015-05-21T05:00,13.1,0.00,0.00,0.00,10.7,85,1015.8,9.5,37,285.00
2015-05-21T06:00,13.6,0.00,0.00,0.00,11.1,85,1016.4,5.9,43,200.00
2015-05-21T07:00,17.0,0.00,0.00,0.00,11.1,68,1016.6,7.6,65,585.00
2015-05-21T08:00,18.3,0.00,0.00,0.00,9.9,58,1017.1,11.7,81,695.00
2015-05-21T09:00,19.2,0.00,0.00,0.00,9.7,54,1016.7,13.3,88,785.00
2015-05-21T10:00,20.0,0.00,0.00,0.00,9.7,52,1016.9,14.2,97,855.00
2015-05-21T11:00,20.6,0.00,0.00,0.00,9.8,50,1016.7,14.6,106,900.00
2015-05-21T12:00,20.9,0.00,0.00,0.00,9.9,49,1016.2,14.8,113,915.00
2015-05-21T13:00,21.1,0.00,0.00,0.00,10.0,49,1015.7,13.4,110,910.00
2015-05-21T14:00,21.1,0.00,0.00,0.00,10.0,49,1015.5,12.2,104,870.00
2015-05-21T15:00,21.2,0.00,0.00,0.00,9.4,47,1014.9,13.5,106,810.00
2015-05-21T16:00,20.6,0.00,0.00,0.00,9.4,49,1014.4,14.8,113,745.00
2015-05-21T17:00,19.7,0.00,0.00,0.00,9.8,53,1014.5,13.6,112,675.00
2015-05-21T18:00,18.6,0.00,0.00,0.00,10.6,60,1014.7,10.2,108,500.00
2015-05-21T19:00,17.1,0.00,0.00,0.00,11.0,67,1014.5,10.8,111,305.00
2015-05-21T20:00,16.2,0.00,0.00,0.00,11.2,72,1014.9,10.7,110,280.00
2015-05-21T21:00,15.6,0.00,0.00,0.00,11.3,76,1015.4,11.3,112,300.00
2015-05-21T22:00,15.2,0.00,0.00,0.00,11.3,77,1015.4,12.3,122,330.00
2015-05-21T23:00,14.9,0.00,0.00,0.00,11.4,80,1015.0,13.3,131,355.00
2015-05-22T00:00,14.7,0.00,0.00,0.00,11.6,82,1014.2,14.8,137,450.00
2015-05-22T01:00,14.7,0.00,0.00,0.00,11.9,83,1014.1,13.0,138,460.00
2015-05-22T02:00,14.5,0.00,0.00,0.00,12.1,86,1013.6,11.8,140,405.00
2015-05-22T03:00,14.8,0.00,0.00,0.00,12.1,84,1013.3,12.0,141,390.00
2015-05-22T04:00,14.9,0.00,0.00,0.00,12.2,84,1012.8,11.8,140,380.00
2015-05-22T05:00,14.8,0.00,0.00,0.00,12.3,85,1013.1,11.7,137,340.00
2015-05-22T06:00,15.5,0.00,0.00,0.00,12.8,84,1013.1,12.5,134,405.00
2015-05-22T07:00,17.6,0.00,0.00,0.00,13.3,76,1013.1,14.8,137,530.00
2015-05-22T08:00,19.1,0.00,0.00,0.00,13.2,69,1013.6,17.1,138,605.00
2015-05-22T09:00,20.2,0.00,0.00,0.00,13.3,65,1013.2,17.3,137,685.00
2015-05-22T10:00,21.2,0.00,0.00,0.00,13.2,60,1013.1,17.1,136,735.00
2015-05-22T11:00,21.6,0.00,0.00,0.00,13.2,59,1012.5,17.8,135,780.00
2015-05-22T12:00,22.2,0.00,0.00,0.00,13.3,57,1011.9,18.9,138,810.00
2015-05-22T13:00,22.3,0.00,0.00,0.00,13.3,57,1011.4,19.2,140,815.00
2015-05-22T14:00,22.3,0.00,0.00,0.00,13.5,57,1010.7,19.7,140,810.00
2015-05-22T15:00,22.0,0.00,0.00,0.00,14.0,60,1010.0,19.9,139,780.00
2015-05-22T16:00,21.4,0.00,0.00,0.00,14.1,63,1009.8,19.4,138,720.00
2015-05-22T17:00,20.7,0.00,0.00,0.00,14.2,66,1009.5,18.9,138,630.00
2015-05-22T18:00,19.7,0.00,0.00,0.00,14.6,72,1009.6,14.8,137,550.00
2015-05-22T19:00,18.7,0.00,0.00,0.00,14.6,77,1009.8,13.5,136,475.00
2015-05-22T20:00,18.1,0.00,0.00,0.00,14.8,81,1010.1,13.1,127,435.00
2015-05-22T21:00,17.9,0.00,0.00,0.00,14.9,83,1010.4,12.4,120,410.00
2015-05-22T22:00,17.6,0.00,0.00,0.00,15.1,85,1010.7,11.4,118,390.00
2015-05-22T23:00,17.4,0.00,0.00,0.00,15.4,88,1010.5,11.4,118,415.00
2015-05-23T00:00,17.4,0.00,0.00,0.00,15.7,90,1009.8,11.1,115,425.00
2015-05-23T01:00,17.4,0.00,0.00,0.00,16.0,91,1009.4,12.4,112,430.00
2015-05-23T02:00,17.6,0.20,0.00,0.20,16.3,92,1009.1,11.4,118,425.00
2015-05-23T03:00,18.0,0.00,0.00,0.00,16.6,92,1008.8,11.2,123,400.00
2015-05-23T04:00,17.9,0.00,0.00,0.00,16.8,93,1008.5,10.9,117,370.00
2015-05-23T05:00,18.1,0.00,0.00,0.00,17.0,93,1008.8,9.7,117,345.00
2015-05-23T06:00,18.4,0.00,0.00,0.00,17.2,93,1008.9,10.6,114,385.00
2015-05-23T07:00,19.1,0.00,0.00,0.00,17.5,90,1009.4,12.7,105,410.00
2015-05-23T08:00,19.9,0.00,0.00,0.00,17.3,85,1008.8,14.3,108,525.00
2015-05-23T09:00,21.2,0.00,0.00,0.00,17.4,79,1008.8,14.8,113,580.00
2015-05-23T10:00,22.0,0.00,0.00,0.00,17.5,76,1009.0,14.2,117,625.00
2015-05-23T11:00,22.3,0.00,0.00,0.00,17.5,74,1008.9,14.2,117,555.00
2015-05-23T12:00,22.2,0.00,0.00,0.00,17.6,75,1009.0,12.9,108,525.00
2015-05-23T13:00,22.2,0.00,0.00,0.00,17.6,75,1008.5,11.9,104,540.00
2015-05-23T14:00,21.8,0.20,0.00,0.20,17.7,77,1008.1,11.2,105,560.00
2015-05-23T15:00,21.6,0.00,0.00,0.00,17.4,77,1007.5,10.5,106,530.00
2015-05-23T16:00,21.2,0.00,0.00,0.00,17.4,79,1007.1,10.7,102,415.00
2015-05-23T17:00,20.6,0.00,0.00,0.00,17.6,83,1007.1,9.3,103,335.00
